Speed

Station: 4948 speed scores and cummulative difference from calculated score
Entry,4948-1,4948-2,4948-3,Calc'd Score,4948-1 Diff,4948-2 Diff,4948-3 Diff
394 SRSE_F_13 (S) ,386,386,389,386.0,0.0,0.0,3.0
760 SRSE_M_11 (S) ,255,250,252,251.0,4.0,1.0,1.0
876 SRSE_M_17-29 ,372,371,376,371.5,0.5,0.5,4.5
788 SRSE_M_14 (S) ,394,396,396,396.0,2.0,0.0,0.0
373 SRSE_F_12 (S) ,308,307,306,307.5,0.5,0.5,1.5

Station: 4942 speed scores and cummulative difference from calculated score
Entry,4942-1,4942-2,4942-3,Calc'd Score,4942-1 Diff,4942-2 Diff,4942-3 Diff
766 SRSE_M_11 (S) ,347,343,347,347.0,0.0,4.0,0.0
317 SRSE_F_11 (S) ,324,0,324,324.0,0.0,324.0,0.0
355 SRSE_F_12 (S) ,250,247,247,247.0,3.0,0.0,0.0
446 SRSE_F_17 (S) ,399,398,399,399.0,0.0,1.0,0.0
389 SRSE_F_13 (S) ,369,369,369,369.0,0.0,0.0,0.0
436 SRSE_F_15 (S) ,414,414,414,414.0,0.0,0.0,0.0
324 SRSE_F_11 (S) ,330,329,332,329.5,0.5,0.5,2.5
369 SRSE_F_12 (S) ,271,269,271,271.0,0.0,2.0,0.0
483 SRSE_F_30-39 ,293,292,293,293.0,0.0,1.0,0.0
405 SRSE_F_13 (S) ,316,316,317,316.0,0.0,0.0,1.0
413 SRSE_F_14 (S) ,378,388,387,387.5,9.5,0.5,0.5
440 SRSE_F_16 (S) ,346,347,347,347.0,1.0,0.0,0.0
794 SRSE_M_15-16 ,394,393,394,394.0,0.0,1.0,0.0
448 SRSE_F_17 (S) ,276,276,276,276.0,0.0,0.0,0.0
354 SRSE_F_12 (S) ,240,243,242,242.5,2.5,0.5,0.5
473 SRSE_F_20-29 ,461,462,461,461.0,0.0,1.0,0.0
318 SRSE_F_11 (S) ,293,289,291,292.0,1.0,3.0,1.0
402 SRSE_F_13 (S) ,339,339,339,339.0,0.0,0.0,0.0
469 SRSE_F_19 ,429,421,428,428.5,0.5,7.5,0.5
784 SRSE_M_13 (S) ,291,290,290,290.0,1.0,0.0,0.0
362 SRSE_F_12 (S) ,331,327,328,327.5,3.5,0.5,0.5
412 SRSE_F_14 (S) ,368,366,367,367.5,0.5,1.5,0.5
316 SRSE_F_11 (S) ,271,270,270,270.0,1.0,0.0,0.0

Station: 4937 speed scores and cummulative difference from calculated score
Entry,4937-1,4937-2,4937-3,Calc'd Score,4937-1 Diff,4937-2 Diff,4937-3 Diff
671 SRSS_M_10 (S) ,60,60,59,60.0,0.0,0.0,1.0
10 SRSS_F_7 and under ,23,23,24,23.0,0.0,0.0,1.0
644 SRSS_M_7 and under ,38,37,38,38.0,0.0,1.0,0.0
49 SRSS_F_10 (S) ,71,71,71,71.0,0.0,0.0,0.0
659 SRSS_M_9 (S) ,44,43,43,43.0,1.0,0.0,0.0
45 SRSS_F_10 (S) ,70,70,70,70.0,0.0,0.0,0.0
17 SRSS_F_9 (S) ,74,74,74,74.0,0.0,0.0,0.0
26 SRSS_F_9 (S) ,51,50,50,50.0,1.0,0.0,0.0
651 SRSS_M_8 ,35,33,33,33.0,2.0,0.0,0.0

Station: 4956 speed scores and cummulative difference from calculated score
Entry,4956-1,4956-2,4956-3,Calc'd Score,4956-1 Diff,4956-2 Diff,4956-3 Diff
1077 SRDR_M_30+ ,73,73,73,73.0,0.0,0.0,0.0
1055 SRDR_X_16-18 ,133,134,134,134.0,1.0,0.0,0.0
926 SRDR_M_8 and under ,133,135,133,133.0,0.0,2.0,0.0
967 SRDR_F_11-12 ,118,119,120,119.5,1.5,0.5,0.5
941 SRDR_F_9-10 ,115,117,115,115.0,0.0,2.0,0.0
1058 SRDR_F_19+ ,190,190,190,190.0,0.0,0.0,0.0
1028 SRDR_X_12-15 ,138,139,139,139.0,1.0,0.0,0.0
1002 SRDR_F_12-15 ,158,158,159,158.0,0.0,0.0,1.0
1047 SRDR_F_16-18 ,152,145,154,153.0,1.0,8.0,1.0
930 SRDR_F_9-10 ,126,129,127,126.5,0.5,2.5,0.5
1037 SRDR_M_12-15 ,102,106,102,102.0,0.0,4.0,0.0
995 SRDR_M_11-12 ,75,77,75,75.0,0.0,2.0,0.0
1008 SRDR_F_12-15 ,157,157,157,157.0,0.0,0.0,0.0
994 SRDR_X_11-12 ,57,60,58,57.5,0.5,2.5,0.5
984 SRDR_F_11-12 ,116,116,116,116.0,0.0,0.0,0.0

Station: 4957 speed scores and cummulative difference from calculated score
Entry,4957-1,4957-2,4957-3,Calc'd Score,4957-1 Diff,4957-2 Diff,4957-3 Diff
1038 SRDR_M_12-15 ,121,121,122,121.0,0.0,0.0,1.0
976 SRDR_F_11-12 ,136,136,135,136.0,0.0,0.0,1.0
1076 SRDR_M_30+ ,14,14,14,14.0,0.0,0.0,0.0
940 SRDR_F_9-10 ,142,141,143,142.5,0.5,1.5,0.5
1052 SRDR_F_16-18 ,95,94,96,95.5,0.5,1.5,0.5
948 SRDR_X_9-10 ,115,115,120,115.0,0.0,0.0,5.0
998 SRDR_M_11-12 ,122,123,122,122.0,0.0,1.0,0.0
989 SRDR_X_11-12 ,148,148,148,148.0,0.0,0.0,0.0
924 SRDR_M_8 and under ,102,103,103,103.0,1.0,0.0,0.0
1031 SRDR_X_12-15 ,165,166,165,165.0,0.0,1.0,0.0
1065 SRDR_F_19+ ,132,133,131,132.5,0.5,0.5,1.5
983 SRDR_F_11-12 ,116,118,121,117.0,1.0,1.0,4.0
1019 SRDR_F_12-15 ,113,112,119,112.5,0.5,0.5,6.5
1026 SRDR_F_12-15 ,102,102,102,102.0,0.0,0.0,0.0

Station: 4958 speed scores and cummulative difference from calculated score
Entry,4958-1,4958-2,4958-3,Calc'd Score,4958-1 Diff,4958-2 Diff,4958-3 Diff
996 SRDR_M_11-12 ,120,120,117,120.0,0.0,0.0,3.0
1048 SRDR_F_19+ ,176,175,173,175.5,0.5,0.5,2.5
925 SRDR_M_8 and under ,80,80,80,80.0,0.0,0.0,0.0
981 SRDR_F_11-12 ,121,121,120,121.0,0.0,0.0,1.0
953 SRDR_M_9-10 ,114,116,114,114.0,0.0,2.0,0.0
988 SRDR_X_11-12 ,108,107,103,107.5,0.5,0.5,4.5
1034 SRDR_M_12-15 ,122,122,121,122.0,0.0,0.0,1.0
1049 SRDR_F_16-18 ,153,154,154,154.0,1.0,0.0,0.0
1033 SRDR_X_12-15 ,94,91,86,92.5,1.5,1.5,6.5
1004 SRDR_F_12-15 ,123,124,125,124.5,1.5,0.5,0.5
978 SRDR_F_11-12 ,125,125,124,125.0,0.0,0.0,1.0
1015 SRDR_F_12-15 ,134,135,0,134.5,0.5,0.5,134.5
946 SRDR_F_9-10 ,74,72,72,72.0,2.0,0.0,0.0
952 SRDR_X_9-10 ,94,92,90,93.0,1.0,1.0,3.0
1075 SRDR_X_30+ ,84,84,81,84.0,0.0,0.0,3.0
1005 SRDR_F_12-15 ,119,117,114,118.0,1.0,1.0,4.0

Station: 4961 speed scores and cummulative difference from calculated score
Entry,4961-1,4961-2,4961-3,Calc'd Score,4961-1 Diff,4961-2 Diff,4961-3 Diff
1435 DDSR-2x30,_F_9-10 ,112,112,112,112.0,0.0,0.0,0.0
1438 DDSR-2x30,_X_9-10 ,140,139,142,139.5,0.5,0.5,2.5
1387 DDSS_X_12-15 ,76,77,76,76.0,0.0,1.0,0.0
1418 DDSS_X_30+ ,70,68,70,70.0,0.0,2.0,0.0
1395 DDSS_F_16+ (allow younger) ,200,198,197,197.5,2.5,0.5,0.5
1358 DDSS_F_12-15 ,147,146,146,146.0,1.0,0.0,0.0
1400 DDSS_F_16+ (allow younger) ,114,107,105,106.0,8.0,1.0,1.0
1808 DDSR-2x30,_F_9-10 ,43,43,42,43.0,0.0,0.0,1.0
1363 DDSS_F_12-15 ,55,54,55,55.0,0.0,1.0,0.0
1423 DDSR-2x30,_X_8 and under ,99,99,99,99.0,0.0,0.0,0.0
1383 DDSS_X_12-15 ,107,107,107,107.0,0.0,0.0,0.0

Station: 4970 speed scores and cummulative difference from calculated score
Entry,4970-1,4970-2,4970-3,Calc'd Score,4970-1 Diff,4970-2 Diff,4970-3 Diff
1405 DDSS_F_16+ (allow younger) ,143,144,140,143.5,0.5,0.5,3.5
1368 DDSS_F_12-15 ,91,90,88,90.5,0.5,0.5,2.5
1374 DDSS_F_12-15 ,70,70,69,70.0,0.0,0.0,1.0
1413 DDSS_X_30+ ,92,93,93,93.0,1.0,0.0,0.0
1441 DDSR-2x30,_X_9-10 ,73,73,73,73.0,0.0,0.0,0.0
1384 DDSS_X_12-15 ,87,87,87,87.0,0.0,0.0,0.0

Station: 4962 speed scores and cummulative difference from calculated score
Entry,4962-1,4962-2,4962-3,Calc'd Score,4962-1 Diff,4962-2 Diff,4962-3 Diff
1424 DDSR-2x30,_X_8 and under ,26,26,25,26.0,0.0,0.0,1.0
1440 DDSR-2x30,_X_9-10 ,100,99,100,100.0,0.0,1.0,0.0
1381 DDSS_X_12-15 ,148,148,148,148.0,0.0,0.0,0.0
1407 DDSS_F_16+ (allow younger) ,72,71,71,71.0,1.0,0.0,0.0
1361 DDSS_F_12-15 ,67,66,67,67.0,0.0,1.0,0.0
1388 DDSS_X_12-15 ,66,65,66,66.0,0.0,1.0,0.0
1366 DDSS_F_12-15 ,86,87,86,86.0,0.0,1.0,0.0
1420 DDSR-2x30,_F_8 and under ,107,106,106,106.0,1.0,0.0,0.0
1419 DDSS_X_30+ ,92,92,92,92.0,0.0,0.0,0.0
1397 DDSS_F_16+ (allow younger) ,142,142,144,142.0,0.0,0.0,2.0
1430 DDSR-2x30,_F_9-10 ,141,141,140,141.0,0.0,0.0,1.0

Station: 5000 speed scores and cummulative difference from calculated score
Entry,5000-1,5000-2,5000-3,Calc'd Score,5000-1 Diff,5000-2 Diff,5000-3 Diff
183 SRSS_F_15 (S) ,70,72,69,69.5,0.5,2.5,0.5
142 SRSS_F_13 (S) ,81,81,81,81.0,0.0,0.0,0.0
76 SRSS_F_11 (S) ,70,69,70,70.0,0.0,1.0,0.0
101 SRSS_F_12 (S) ,52,60,50,51.0,1.0,9.0,1.0
99 SRSS_F_12 (S) ,67,66,67,67.0,0.0,1.0,0.0
235 SRSS_F_30-39 ,69,68,69,69.0,0.0,1.0,0.0
696 SRSS_M_13 (S) ,76,75,76,76.0,0.0,1.0,0.0
145 SRSS_F_13 (S) ,56,59,49,57.5,1.5,1.5,8.5
187 SRSS_F_16 (S) ,73,73,73,73.0,0.0,0.0,0.0
714 SRSS_M_15-16 ,50,52,49,49.5,0.5,2.5,0.5
70 SRSS_F_11 (S) ,66,67,65,66.5,0.5,0.5,1.5
709 SRSS_M_14 (S) ,70,70,68,70.0,0.0,0.0,2.0
721 SRSS_M_50+ ,45,44,45,45.0,0.0,1.0,0.0
205 SRSS_F_17 (S) ,49,51,48,48.5,0.5,2.5,0.5
679 SRSS_M_11 (S) ,57,57,55,57.0,0.0,0.0,2.0
209 SRSS_F_18 (S) ,75,76,75,75.0,0.0,1.0,0.0
67 SRSS_F_11 (S) ,61,62,60,61.5,0.5,0.5,1.5
149 SRSS_F_13 (S) ,48,51,49,48.5,0.5,2.5,0.5
86 SRSS_F_11 (S) ,49,48,49,49.0,0.0,1.0,0.0
203 SRSS_F_17 (S) ,85,85,85,85.0,0.0,0.0,0.0
685 SRSS_M_12 (S) ,65,64,65,65.0,0.0,1.0,0.0
124 SRSS_F_13 (S) ,48,52,46,47.0,1.0,5.0,1.0
164 SRSS_F_14 (S) ,84,83,84,84.0,0.0,1.0,0.0
224 SRSS_F_20-29 ,94,94,96,94.0,0.0,0.0,2.0

Station: 4995 speed scores and cummulative difference from calculated score
Entry,4995-1,4995-2,4995-3,Calc'd Score,4995-1 Diff,4995-2 Diff,4995-3 Diff
178 SRSS_F_15 (S) ,64,64,64,64.0,0.0,0.0,0.0
96 SRSS_F_12 (S) ,39,39,42,39.0,0.0,0.0,3.0
181 SRSS_F_15 (S) ,79,79,79,79.0,0.0,0.0,0.0
146 SRSS_F_13 (S) ,58,60,59,59.5,1.5,0.5,0.5
143 SRSS_F_13 (S) ,71,71,72,71.0,0.0,0.0,1.0
245 SRSS_F_40-49 ,29,28,30,29.5,0.5,1.5,0.5
160 SRSS_F_14 (S) ,75,75,76,75.0,0.0,0.0,1.0
111 SRSS_F_12 (S) ,66,65,66,66.0,0.0,1.0,0.0
251 SRSS_F_50+ ,36,36,36,36.0,0.0,0.0,0.0
122 SRSS_F_12 (S) ,62,62,62,62.0,0.0,0.0,0.0
221 SRSS_F_19 ,87,87,87,87.0,0.0,0.0,0.0
190 SRSS_F_16 (S) ,89,89,89,89.0,0.0,0.0,0.0
698 SRSS_M_13 (S) ,59,58,59,59.0,0.0,1.0,0.0
105 SRSS_F_12 (S) ,55,57,57,57.0,2.0,0.0,0.0
207 SRSS_F_18 (S) ,98,98,98,98.0,0.0,0.0,0.0
66 SRSS_F_11 (S) ,69,68,71,68.5,0.5,0.5,2.5
74 SRSS_F_11 (S) ,60,60,62,60.0,0.0,0.0,2.0
84 SRSS_F_11 (S) ,53,52,53,53.0,0.0,1.0,0.0
675 SRSS_M_11 (S) ,73,73,76,73.0,0.0,0.0,3.0
91 SRSS_F_11 (S) ,44,44,45,44.0,0.0,0.0,1.0
199 SRSS_F_17 (S) ,78,77,78,78.0,0.0,1.0,0.0
222 SRSS_F_20-29 ,97,97,96,97.0,0.0,0.0,1.0
159 SRSS_F_14 (S) ,78,79,78,78.0,0.0,1.0,0.0

Station: 4992 speed scores and cummulative difference from calculated score
Entry,4992-1,4992-2,4992-3,Calc'd Score,4992-1 Diff,4992-2 Diff,4992-3 Diff
232 SRSS_F_20-29 ,72,72,72,72.0,0.0,0.0,0.0
872 SRSS_M_17-29 ,91,91,91,91.0,0.0,0.0,0.0
214 SRSS_F_18 (S) ,83,83,83,83.0,0.0,0.0,0.0
248 SRSS_F_50+ ,56,56,56,56.0,0.0,0.0,0.0
147 SRSS_F_13 (S) ,79,79,80,79.0,0.0,0.0,1.0
682 SRSS_M_11 (S) ,56,54,54,54.0,2.0,0.0,0.0
238 SRSS_F_30-39 ,75,76,76,76.0,1.0,0.0,0.0
168 SRSS_F_14 (S) ,85,85,84,85.0,0.0,0.0,1.0
708 SRSS_M_14 (S) ,63,63,63,63.0,0.0,0.0,0.0
689 SRSS_M_12 (S) ,65,65,66,65.0,0.0,0.0,1.0
216 SRSS_F_19 ,87,87,85,87.0,0.0,0.0,2.0
59 SRSS_F_11 (S) ,60,60,61,60.0,0.0,0.0,1.0
243 SRSS_F_40-49 ,43,43,42,43.0,0.0,0.0,1.0
167 SRSS_F_14 (S) ,83,83,84,83.0,0.0,0.0,1.0
130 SRSS_F_13 (S) ,46,44,45,45.5,0.5,1.5,0.5
139 SRSS_F_13 (S) ,64,64,64,64.0,0.0,0.0,0.0
200 SRSS_F_17 (S) ,85,86,85,85.0,0.0,1.0,0.0
676 SRSS_M_11 (S) ,50,50,50,50.0,0.0,0.0,0.0
113 SRSS_F_12 (S) ,79,79,79,79.0,0.0,0.0,0.0
89 SRSS_F_11 (S) ,55,55,53,55.0,0.0,0.0,2.0
697 SRSS_M_13 (S) ,83,83,82,83.0,0.0,0.0,1.0
172 SRSS_F_15 (S) ,87,87,87,87.0,0.0,0.0,0.0
107 SRSS_F_12 (S) ,56,56,56,56.0,0.0,0.0,0.0
73 SRSS_F_11 (S) ,68,68,69,68.0,0.0,0.0,1.0
176 SRSS_F_15 (S) ,84,85,84,84.0,0.0,1.0,0.0
109 SRSS_F_12 (S) ,37,37,35,37.0,0.0,0.0,2.0

Station: 4998 speed scores and cummulative difference from calculated score
Entry,4998-1,4998-2,4998-3,Calc'd Score,4998-1 Diff,4998-2 Diff,4998-3 Diff
157 SRSS_F_14 (S) ,70,72,71,71.5,1.5,0.5,0.5
95 SRSS_F_12 (S) ,59,60,60,60.0,1.0,0.0,0.0
71 SRSS_F_11 (S) ,75,75,75,75.0,0.0,0.0,0.0
65 SRSS_F_11 (S) ,52,53,52,52.0,0.0,1.0,0.0
716 SRSS_M_30-49 ,97,97,97,97.0,0.0,0.0,0.0
1803 SRSS_F_16 (S) ,85,85,86,85.0,0.0,0.0,1.0
707 SRSS_M_14 (S) ,74,76,71,75.0,1.0,1.0,4.0
672 SRSS_M_11 (S) ,76,76,75,76.0,0.0,0.0,1.0
220 SRSS_F_19 ,72,74,96,73.0,1.0,1.0,23.0
148 SRSS_F_13 (S) ,62,61,62,62.0,0.0,1.0,0.0
699 SRSS_M_13 (S) ,48,53,48,48.0,0.0,5.0,0.0
184 SRSS_F_15 (S) ,85,86,85,85.0,0.0,1.0,0.0
141 SRSS_F_13 (S) ,71,72,71,71.0,0.0,1.0,0.0
239 SRSS_F_30-39 ,46,46,45,46.0,0.0,0.0,1.0
198 SRSS_F_17 (S) ,79,80,80,80.0,1.0,0.0,0.0
194 SRSS_F_17 (S) ,96,96,100,96.0,0.0,0.0,4.0
106 SRSS_F_12 (S) ,64,64,64,64.0,0.0,0.0,0.0
688 SRSS_M_12 (S) ,82,84,82,82.0,0.0,2.0,0.0
60 SRSS_F_11 (S) ,66,66,65,66.0,0.0,0.0,1.0
227 SRSS_F_20-29 ,95,96,92,95.5,0.5,0.5,3.5
140 SRSS_F_13 (S) ,57,58,65,57.5,0.5,0.5,7.5
104 SRSS_F_12 (S) ,80,80,83,80.0,0.0,0.0,3.0
713 SRSS_M_15-16 ,83,82,82,82.0,1.0,0.0,0.0
57 SRSS_F_11 (S) ,52,52,53,52.0,0.0,0.0,1.0

Station: 5004 speed scores and cummulative difference from calculated score
Entry,5004-1,5004-2,5004-3,Calc'd Score,5004-1 Diff,5004-2 Diff,5004-3 Diff
285 SRSE60_F_10 (S) ,114,114,117,114.0,0.0,0.0,3.0
259 SRSE60_F_7 and under ,114,114,114,114.0,0.0,0.0,0.0
748 SRSE60_M_10 (S) ,117,116,115,116.5,0.5,0.5,1.5
736 SRSE60_M_9 (S) ,102,102,102,102.0,0.0,0.0,0.0
272 SRSE60_F_9 (S) ,117,119,117,117.0,0.0,2.0,0.0
265 SRSE60_F_8 ,99,99,100,99.0,0.0,0.0,1.0
290 SRSE60_F_10 (S) ,121,121,121,121.0,0.0,0.0,0.0
723 SRSE60_M_7 and under ,129,129,129,129.0,0.0,0.0,0.0
307 SRSE60_F_10 (S) ,94,94,94,94.0,0.0,0.0,0.0

Station: 5005 speed scores and cummulative difference from calculated score
Entry,5005-1,5005-2,5005-3,Calc'd Score,5005-1 Diff,5005-2 Diff,5005-3 Diff
271 SRSE60_F_9 (S) ,75,74,75,75.0,0.0,1.0,0.0
742 SRSE60_M_9 (S) ,128,127,130,127.5,0.5,0.5,2.5
266 SRSE60_F_8 ,116,114,126,115.0,1.0,1.0,11.0
295 SRSE60_F_10 (S) ,94,97,94,94.0,0.0,3.0,0.0
252 SRSE60_F_7 and under ,110,110,110,110.0,0.0,0.0,0.0
283 SRSE60_F_9 (S) ,119,122,122,122.0,3.0,0.0,0.0
728 SRSE60_M_7 and under ,71,71,72,71.0,0.0,0.0,1.0
298 SRSE60_F_10 (S) ,133,133,134,133.0,0.0,0.0,1.0
749 SRSE60_M_10 (S) ,131,130,131,131.0,0.0,1.0,0.0

Station: 5010 speed scores and cummulative difference from calculated score
Entry,5010-1,5010-2,5010-3,Calc'd Score,5010-1 Diff,5010-2 Diff,5010-3 Diff
253 SRSE60_F_7 and under ,94,97,92,93.0,1.0,4.0,1.0
277 SRSE60_F_9 (S) ,125,124,123,124.5,0.5,0.5,1.5
751 SRSE60_M_10 (S) ,110,109,110,110.0,0.0,1.0,0.0
730 SRSE60_M_8 ,114,116,113,113.5,0.5,2.5,0.5
302 SRSE60_F_10 (S) ,107,110,100,108.5,1.5,1.5,8.5
269 SRSE60_F_9 (S) ,141,141,141,141.0,0.0,0.0,0.0
738 SRSE60_M_9 (S) ,117,119,117,117.0,0.0,2.0,0.0
289 SRSE60_F_10 (S) ,93,93,92,93.0,0.0,0.0,1.0

Station: 5043 speed scores and cummulative difference from calculated score
Entry,5043-1,5043-2,5043-3,Calc'd Score,5043-1 Diff,5043-2 Diff,5043-3 Diff
1275 SRSR_X_12-15 ,280,273,280,280.0,0.0,7.0,0.0
1303 SRSR_X_30+ ,192,189,193,192.5,0.5,3.5,0.5
1261 SRSR_X_11-12 ,199,190,191,190.5,8.5,0.5,0.5
1246 SRSR_F_11-12 ,286,272,288,287.0,1.0,15.0,1.0
1798 SRSR_F_9-10 ,213,211,211,211.0,2.0,0.0,0.0
913 SRSR2x30_M_8 and under ,120,114,119,119.5,0.5,5.5,0.5
1241 SRSR_M_9-10 ,276,264,275,275.5,0.5,11.5,0.5
1265 SRSR_F_12-15 ,288,281,280,280.5,7.5,0.5,0.5
1298 SRSR_X_16+ (allow younger) ,331,343,334,332.5,1.5,10.5,1.5
1282 SRSR_M_12-15 ,255,255,0,255.0,0.0,0.0,255.0
1292 SRSR_F_16+ (allow younger) ,303,342,302,302.5,0.5,39.5,0.5
904 SRSR2x30_F_8 and under ,105,101,103,104.0,1.0,3.0,1.0

Station: 5024 speed scores and cummulative difference from calculated score
Entry,5024-1,5024-2,5024-3,Calc'd Score,5024-1 Diff,5024-2 Diff,5024-3 Diff
1448 DDSR_F_11-12 ,68,68,68,68.0,0.0,0.0,0.0
1494 DDSR_X_30+ ,128,127,128,128.0,0.0,1.0,0.0
1487 DDSR_F_16+ (allow younger) ,65,63,65,65.0,0.0,2.0,0.0
1460 DDSR_X_11-12 ,59,60,59,59.0,0.0,1.0,0.0
1471 DDSR_X_12-15 ,224,225,224,224.0,0.0,1.0,0.0
1467 DDSR_F_12-15 ,107,107,107,107.0,0.0,0.0,0.0

Station: 5094 speed scores and cummulative difference from calculated score
Entry,5094-1,5094-2,5094-3,5094-4,Calc'd Score,5094-1 Diff,5094-2 Diff,5094-3 Diff,5094-4 Diff
1844 SRSS_F_12+ ,97,97,97,94,97.0,0.0,0.0,0.0,3.0
1836 SRSS_M_12+ ,85,85,85,83,85.0,0.0,0.0,0.0,2.0

Station: 5103 speed scores and cummulative difference from calculated score
Entry,5103-1,5103-2,5103-3,5103-4,Calc'd Score,5103-1 Diff,5103-2 Diff,5103-3 Diff,5103-4 Diff
1858 SRDR_X_16+ (allow younger) ,146,144,144,144,144.0,2.0,0.0,0.0,0.0
1852 SRDR_F_16+ (allow younger) ,176,176,175,176,176.0,0.0,0.0,1.0,0.0

Station: 5120 speed scores and cummulative difference from calculated score
Entry,5120-1,5120-2,5120-3,Calc'd Score,5120-1 Diff,5120-2 Diff,5120-3 Diff
895 SRTU_F_15+ (S) ,88,88,88,88.0,0.0,0.0,0.0
902 SRTU_M_15+ (S) ,81,81,81,81.0,0.0,0.0,0.0

Station: 4936 speed scores and cummulative difference from calculated score
Entry,4936-1,4936-2,4936-3,Calc'd Score,4936-1 Diff,4936-2 Diff,4936-3 Diff
645 SRSS_M_7 and under ,60,59,59,59.0,1.0,0.0,0.0
36 SRSS_F_10 (S) ,62,62,61,62.0,0.0,0.0,1.0
56 SRSS_F_10 (S) ,50,50,51,50.0,0.0,0.0,1.0
666 SRSS_M_10 (S) ,64,63,64,64.0,0.0,1.0,0.0
650 SRSS_M_8 ,65,65,65,65.0,0.0,0.0,0.0
660 SRSS_M_9 (S) ,73,73,72,73.0,0.0,0.0,1.0
2 SRSS_F_7 and under ,49,46,52,50.5,1.5,4.5,1.5
31 SRSS_F_9 (S) ,45,44,46,45.5,0.5,1.5,0.5
22 SRSS_F_9 (S) ,45,45,46,45.0,0.0,0.0,1.0

Station: 4930 speed scores and cummulative difference from calculated score
Entry,4930-1,4930-2,4930-3,Calc'd Score,4930-1 Diff,4930-2 Diff,4930-3 Diff
5 SRSS_F_7 and under ,57,58,57,57.0,0.0,1.0,0.0
23 SRSS_F_9 (S) ,68,68,68,68.0,0.0,0.0,0.0
20 SRSS_F_9 (S) ,48,48,48,48.0,0.0,0.0,0.0
14 SRSS_F_8 ,52,52,52,52.0,0.0,0.0,0.0
39 SRSS_F_10 (S) ,65,64,65,65.0,0.0,1.0,0.0
649 SRSS_M_8 ,51,50,50,50.0,1.0,0.0,0.0
51 SRSS_F_10 (S) ,64,64,63,64.0,0.0,0.0,1.0
663 SRSS_M_10 (S) ,52,50,50,50.0,2.0,0.0,0.0
35 SRSS_F_10 (S) ,61,62,61,61.0,0.0,1.0,0.0

Station: 4932 speed scores and cummulative difference from calculated score
Entry,4932-1,4932-2,4932-3,Calc'd Score,4932-1 Diff,4932-2 Diff,4932-3 Diff
32 SRSS_F_9 (S) ,63,63,63,63.0,0.0,0.0,0.0
47 SRSS_F_10 (S) ,77,75,77,77.0,0.0,2.0,0.0
654 SRSS_M_9 (S) ,58,58,53,58.0,0.0,0.0,5.0
11 SRSS_F_8 ,46,44,46,46.0,0.0,2.0,0.0
643 SRSS_M_7 and under ,62,61,56,61.5,0.5,0.5,5.5
55 SRSS_F_10 (S) ,47,47,47,47.0,0.0,0.0,0.0
665 SRSS_M_10 (S) ,55,55,49,55.0,0.0,0.0,6.0
7 SRSS_F_7 and under ,40,35,40,40.0,0.0,5.0,0.0
54 SRSS_F_10 (S) ,54,53,53,53.0,1.0,0.0,0.0

Station: 4964 speed scores and cummulative difference from calculated score
Entry,4964-1,4964-2,4964-3,Calc'd Score,4964-1 Diff,4964-2 Diff,4964-3 Diff
1370 DDSS_F_12-15 ,80,82,79,79.5,0.5,2.5,0.5
1365 DDSS_F_12-15 ,113,114,113,113.0,0.0,1.0,0.0
1443 DDSR-2x30,_X_9-10 ,48,46,46,46.0,2.0,0.0,0.0
1428 DDSR-2x30,_M_8 and under ,32,31,31,31.0,1.0,0.0,0.0
1402 DDSS_F_16+ (allow younger) ,109,111,110,110.5,1.5,0.5,0.5
1416 DDSS_X_30+ ,85,87,85,85.0,0.0,2.0,0.0
1399 DDSS_F_16+ (allow younger) ,180,182,180,180.0,0.0,2.0,0.0
1392 DDSS_M_12-15 ,85,85,85,85.0,0.0,0.0,0.0
1380 DDSS_X_12-15 ,88,88,88,88.0,0.0,0.0,0.0
1795 DDSR-2x30,_F_8 and under ,12,14,11,11.5,0.5,2.5,0.5
1436 DDSR-2x30,_F_9-10 ,80,84,80,80.0,0.0,4.0,0.0

Station: 4965 speed scores and cummulative difference from calculated score
Entry,4965-1,4965-2,4965-3,Calc'd Score,4965-1 Diff,4965-2 Diff,4965-3 Diff
1431 DDSR-2x30,_F_9-10 ,82,81,82,82.0,0.0,1.0,0.0
1369 DDSS_F_12-15 ,143,143,144,143.0,0.0,0.0,1.0
1422 DDSR-2x30,_F_8 and under ,58,58,58,58.0,0.0,0.0,0.0
1408 DDSS_X_16+ (allow younger) ,214,214,214,214.0,0.0,0.0,0.0
1379 DDSS_X_12-15 ,107,106,103,106.5,0.5,0.5,3.5
1356 DDSS_F_12-15 ,168,168,168,168.0,0.0,0.0,0.0
1415 DDSS_F_16+ (allow younger) ,42,42,42,42.0,0.0,0.0,0.0
1429 DDSR-2x30,_M_8 and under ,65,65,66,65.0,0.0,0.0,1.0
1439 DDSR-2x30,_X_9-10 ,96,96,96,96.0,0.0,0.0,0.0

Station: 4996 speed scores and cummulative difference from calculated score
Entry,4996-1,4996-2,4996-3,Calc'd Score,4996-1 Diff,4996-2 Diff,4996-3 Diff
241 SRSS_F_40-49 ,72,71,72,72.0,0.0,1.0,0.0
81 SRSS_F_11 (S) ,61,60,61,61.0,0.0,1.0,0.0
61 SRSS_F_11 (S) ,79,79,79,79.0,0.0,0.0,0.0
247 SRSS_F_50+ ,54,54,55,54.0,0.0,0.0,1.0
